text_after_cleaning,text,tweet_id,clean_tweets
hi mog uzanele wasembumbulu ngithi nje yamnandi imetro ingikhumbuza ubae wami usanele vilakazi wasefolweniim dedikate to you baby,"""hi Mo-G uZanele waseMbumbulu, ngithi nje yamnandi iMetro ingikhumbuza ubae wami uSanele Vilakazi waseFolweni,I'm dedikate to you baby""😭",tweet_1241780802892988416,hi mog uzanele wasembumbulu ngithi nje yamnandi imetro ingikhumbuza ubae wami usanele vilakazi wasefolweniim dedikate to you baby😭
ngishaye khona uyabona ngiyakwazi ukubhula,@msane_nozipho @Getseen360_ Ngishaye khona uyabona NGIYAKWAZI UKUBHULA😂🤣😂,tweet_1521521914400980996,ngishaye khona uyabona ngiyakwazi ukubhula😂🤣😂
namhlanje uzokubona ukuthi umthanda nyannyan,@MidMorningZA @MafikizoloSA @cici_worldwide @casspernyovest @MiCasaMusic Namhlanje uzokubona ukuthi umthanda Nyan-nyan 💕💕💕,tweet_1413038310721740803,namhlanje uzokubona ukuthi umthanda nyannyan 💕💕💕
abantu babephuma betetiwe lapha,Abantu babephuma betetiwe lapha.😂😂 https://t.co/gMxbDodCa4,tweet_1255920267911737345,abantu babephuma betetiwe lapha😂😂
awutholakali nje nezimali zethu nibhizi nidlala omagalobha ebank baby cela ungibukise,@_SandisiweVani @MinenhleC awutholakali nje nezimali zethu nibhizi nidlala omagalobha eBank! @melloww08 baby cela ungibukise!😂,tweet_1304426673228701697,awutholakali nje nezimali zethu nibhizi nidlala omagalobha ebank baby cela ungibukise😂
‍️‍️‍️‍️‍️hawu aninamahloni i watched these movies at khaselihle lp school in newcastlenisawadlala ku sabc and youre proud of it eyami tv license ngeke niyinuke sabc yama china,"🙆‍♂️🙆‍♂️🙆‍♂️🙆‍♂️🙆‍♂️hawu aninamahloni. I watched these movies at Khaselihle LP School in Newcastle,nisawadlala ku SABC 1 and you're proud of it. Eyami TV license ngeke niyinuke. SABC 1 yama China https://t.co/EmRCBXrpWT",tweet_1258947229253087232,🙆‍♂️🙆‍♂️🙆‍♂️🙆‍♂️🙆‍♂️hawu aninamahloni i watched these movies at khaselihle lp school in newcastlenisawadlala ku sabc 1 and youre proud of it eyami tv license ngeke niyinuke sabc 1 yama china
yonke imuntu la ayinandoda,@BWorded_ @_iamkagiso_ @sainty_96 🥺😭😭yonke imuntu la ayinandoda 🤣,tweet_1392701968292982784,🥺😭😭yonke imuntu la ayinandoda 🤣
kodwa unkulunkulu uyathanda ukunika izinyoni imali yaz,Kodwa uNkulunkulu uyathanda ukunika izinyoni imali yaz😕 https://t.co/tJiSALaajU,tweet_1478307111029325829,kodwa unkulunkulu uyathanda ukunika izinyoni imali yaz😕
mina ngsangalithenga kunjalo mfana,@wakaMalinga Mina ngsangalithenga kunjalo mfana 😂😂😂🤞🏾,tweet_1306189137893089280,mina ngsangalithenga kunjalo mfana 😂😂😂🤞🏾
wesya ngicela ufake imali yengane letha ingane izohlala nami kube uwena ofaka imali,👩🏻:WeSya ngicela ufake imali yengane😑 👨:Letha ingane izohlala nami kube uwena ofaka imali😕,tweet_1535527737212948480,👩🏻wesya ngicela ufake imali yengane😑 👨letha ingane izohlala nami kube uwena ofaka imali😕
ukuthi kuvela amajita aw the rest amathekeni,@Mbense_ -ukuthi kuvela amajita aw4 the rest amathekeni 😂,tweet_1458692276499234818,ukuthi kuvela amajita aw4 the rest amathekeni 😂
azobuyela alayishe ama taxi ngoba senihalela abafazi babantu,😂😂😂😂😂 azobuyela alayishe 50% ama taxi ngoba senihalela abafazi babantu https://t.co/I59TbjWtdQ,tweet_1283817630218977281,😂😂😂😂😂 azobuyela alayishe 50 ama taxi ngoba senihalela abafazi babantu
ayikho futhi enye indlela,@Zamambo_Mkhizee @wandie_mkhize Ayikho futhi enye indlela. 😂,tweet_1529764881959948288,ayikho futhi enye indlela 😂
‍️ cha kwadlalwa kodwa ngabantu buka manje ignorance izobabulala abaningi,"🤣🤣🤣🤣🙆‍♂️ Cha kwadlalwa kodwa ngabantu, buka manje! Ignorance izobabulala abaningi https://t.co/pToVtqVrJF",tweet_1547817283589775360,🤣🤣🤣🤣🙆‍♂️ cha kwadlalwa kodwa ngabantu buka manje ignorance izobabulala abaningi
noma anga fat ngeke dairy ibe ngaka,@ThingzzLaOnly @SabzerAzoh @MluDeGreat Noma anga fat ngeke dairy ibe ngaka🤨😏,tweet_1232643846514860032,noma anga fat ngeke dairy ibe ngaka🤨😏
lol so i am forcing my self to eat veges and fruits only no meat angisalambe iyophela nginjani inyanga,Lol so i am forcing my self to eat veges and fruits only no meat angisalambe 😭😭😭 iyophela nginjani inyanga,tweet_1547252784931786755,lol so i am forcing my self to eat veges and fruits only no meat angisalambe 😭😭😭 iyophela nginjani inyanga
ngishilo nje ngathi lincane vele qaluyiva kodwa nsizwa yakith usholo ukuth ngoba inkomo imnandi kanje sengingayishiya nje just for izinqa ngibe nginazo nam leliphupho lakho lolungbona ngilala nabanye abafana khohlwa yilo mfokababa,- Ngishilo nje ngathi lincane vele - Qaluyiva 🤣 Kodwa nsizwa yakith usholo ukuth ngoba inkomo imnandi kanje sengingayishiya nje just for izinqa ngibe nginazo nam? Leliphupho lakho lolungbona ngilala nabanye abafana khohlwa yilo mfokababa✊🏾 https://t.co/DDMBXRpcNX https://t.co/nbiOHyztdn,tweet_1414119753237553152,ngishilo nje ngathi lincane vele qaluyiva 🤣 kodwa nsizwa yakith usholo ukuth ngoba inkomo imnandi kanje sengingayishiya nje just for izinqa ngibe nginazo nam leliphupho lakho lolungbona ngilala nabanye abafana khohlwa yilo mfokababa✊🏾
kdala ngabona ukuthi uyangfuna ngabe uzwe ngobani ukuthi ngiwase nquthu,"Kdala ngabona ukuthi uyangfuna, ngabe uzwe ngobani ukuthi ngiwase Nquthu🤔 https://t.co/VyMrsRkboW",tweet_1416351058700480514,kdala ngabona ukuthi uyangfuna ngabe uzwe ngobani ukuthi ngiwase nquthu🤔
yonke leminyaka nizondiswa i ifp seniyabona manje ukuthi umntwana wakwaphindangene ungumholi oqotho ngiyayesaba ipropaganda,"""Yonke leminyaka nizondiswa i @IFP. Seniyabona manje ukuthi uMntwana wakwaPhindangene ungumholi oqotho Ngiyayesaba ipropaganda🚮 https://t.co/nSItECYjrt",tweet_1391747998019948545,yonke leminyaka nizondiswa i ifp seniyabona manje ukuthi umntwana wakwaphindangene ungumholi oqotho ngiyayesaba ipropaganda🚮
enhle insizwa lena yakwethui hope uhambe kahle wafika kahle ekhaya,@IamThobani Enhle insizwa lena yakwethu🙌🏿🙌🏿I hope uhambe kahle wafika kahle ekhaya,tweet_1332579420767444992,enhle insizwa lena yakwethu🙌🏿🙌🏿i hope uhambe kahle wafika kahle ekhaya
umah besibuka naye uzalo luze luphele eluke ethi ei akekho umfazi obusa njengo mangcobo ei uyabusa umfazi mubuke udla abantu bemile bemlindile ei uyabusa nangu umfazi,"@Uzalo_SABC1 Umah besibuka naye uZalo luze luphele eluke ethi ei akekho umfazi obusa njengo Mangcobo, 😂😂😂ei uyabusa umfazi, mubuke udla abantu bemile bemlindile ei uyabusa nangu uMfazi🤣🤣🤣🤣🤣",tweet_1232223015796191233,umah besibuka naye uzalo luze luphele eluke ethi ei akekho umfazi obusa njengo mangcobo 😂😂😂ei uyabusa umfazi mubuke udla abantu bemile bemlindile ei uyabusa nangu umfazi🤣🤣🤣🤣🤣
nkulunkulu ngiyazi ukuthi ngisasemncanengisasemncabe kodwa ngifuna ukwenza imali,Nkulunkulu ngiyazi ukuthi ngisasemncane...ngisasemncabe kodwa ngifuna ukwenza imali😭💉,tweet_1334810144669052929,nkulunkulu ngiyazi ukuthi ngisasemncanengisasemncabe kodwa ngifuna ukwenza imali😭💉
buyeke thina sesiqalile futhi,"@PhilaMvelase 😭 buyeke, thina sesiqalile futhi.",tweet_1551118749025140737,😭 buyeke thina sesiqalile futhi
iyasebenza yin le lazer therapy,Iyasebenza yin le Lazer therapy? 🤔🤔 https://t.co/TZ32d2HpWn,tweet_1531541314789072902,iyasebenza yin le lazer therapy 🤔🤔
bengiziqhubela usuku nje mkhaya ngelula izinyawo nengqondo,"@Sizophila_Xhoko @Sjava_atm Bengiziqhubela usuku nje mkhaya, ngelula izinyawo nengqondo. 😂",tweet_1514256960471904262,bengiziqhubela usuku nje mkhaya ngelula izinyawo nengqondo 😂
futsi kwaphela lo july ngingavuki nga good morning babe futsi ngingalali nga goodnight sweetheart ngiyohlabela e rank,Futsi kwaphela lo July ngingavuki nga good morning babe futsi ngingalali nga Goodnight sweetheart ngiyohlabela e rank😅😅😅😅,tweet_1542837316489822208,futsi kwaphela lo july ngingavuki nga good morning babe futsi ngingalali nga goodnight sweetheart ngiyohlabela e rank😅😅😅😅
uthi lo ngathi ngingaboshwa khona kzocaca ukuthi umuntu wam urelevant yin noma ngiymoshela iskhathi pressedt,Uthi lo ngathi ngingaboshwa khona kzocaca ukuthi umuntu wam uRelevant yin noma ngiymoshela iskhathi 🤣🤣🤣🤣 pressedt.,tweet_1370693977138167809,uthi lo ngathi ngingaboshwa khona kzocaca ukuthi umuntu wam urelevant yin noma ngiymoshela iskhathi 🤣🤣🤣🤣 pressedt
ngi busy kakhulu chief ngiyacabanga ukuthi sesobona ngo december,Ngi busy kakhulu chief ngiyacabanga ukuthi sesobona ngo December 😅 https://t.co/wDF0HxZiwK,tweet_1423208662798057482,ngi busy kakhulu chief ngiyacabanga ukuthi sesobona ngo december 😅
his nomination nje kwavele kwahlekwa,@Phumeeh_P His nomination nje kwavele kwahlekwa 🤣🤣🤣🤣🤣,tweet_1552881628246167553,his nomination nje kwavele kwahlekwa 🤣🤣🤣🤣🤣
umkhaya wam u wonwabile kweliqonga,Umkhaya wam u @MbataneMatshaya wonwabile kweliqonga 🤣,tweet_1518916593568333825,umkhaya wam u wonwabile kweliqonga 🤣
iphi imali le ephansi komqamelo,"@_lungani_ 😂😂😂😂😂😂😂""Iphi imali le ephansi komqamelo""",tweet_1549611689791950857,😂😂😂😂😂😂😂iphi imali le ephansi komqamelo
ngiyamxolisela bakit kusho ilawyer yakhk yase unisa m just joking wena cc,"""Ngiyamxolisela bakit😂😂😂 kusho iLawyer yakhk yase Unisa"" M just joking wena cc😂🙈 https://t.co/RJOQcGrt3d",tweet_1292013769309270016,ngiyamxolisela bakit😂😂😂 kusho ilawyer yakhk yase unisa m just joking wena cc😂🙈
kwashaya u singakawqal umsebenzi ngisuke senglambe sengifa,@EbonyNgema @Fezie_Ngidi Kwashaya u10 singakawqal umsebenzi Ngisuke senglambe sengifa🤣🤣,tweet_1506580669056626688,kwashaya u10 singakawqal umsebenzi ngisuke senglambe sengifa🤣🤣
kufikwe nini kanjani futhi la,"@Mtamerri @CulpritEnter 😂😂😂 Kufikwe nini, kanjani futhi la?",tweet_1329168615069904896,😂😂😂 kufikwe nini kanjani futhi la
lol bengakuphoxi i was just curious coz imvula ibisanda kuqala bakithi senikhathele nje,"@Sir_halla Lol bengakuphoxi, i was just curious coz imvula ibisanda kuqala bakithi senikhathele nje 😂",tweet_1334638961373958145,lol bengakuphoxi i was just curious coz imvula ibisanda kuqala bakithi senikhathele nje 😂
molo mma khoza ngiyafisa u president wethu nje avele ayibele ngqi indaba yama prpdp ngoba akukho shintsho ngayo kepha imali yokuyenza inyuka njalo kant iyabiza,Molo Mma Khoza 🙌 ngiyafisa u president wethu nje avele ayibele Ngqi✊ indaba yama Prpdp ngoba akukho shintsho ngayo kepha imali yokuyenza inyuka njalo kant iyabiza. #jabulaUjule @ukhozi_fm @ladydwabantu @Ayanda_Melansi @nosihlesibisi_,tweet_1491694215637745670,molo mma khoza 🙌 ngiyafisa u president wethu nje avele ayibele ngqi✊ indaba yama prpdp ngoba akukho shintsho ngayo kepha imali yokuyenza inyuka njalo kant iyabiza
ungicika kabu umuntu obukisa ngendoda yakhe mina,@Forever_BlackZN Ungicika kabu umuntu obukisa ngendoda yakhe mina 🥺,tweet_1527659147923271682,ungicika kabu umuntu obukisa ngendoda yakhe mina 🥺
kthiwa kunesale ezara anithenge nizoswenka bosisi niyeke futhi ukuthi angnenzeli lutho,Kthiwa kunesale eZara anithenge nizoswenka bosisi🗣🗣🗣 niyeke futhi ukuthi angnenzeli lutho,tweet_1540005523550085123,kthiwa kunesale ezara anithenge nizoswenka bosisi🗣🗣🗣 niyeke futhi ukuthi angnenzeli lutho
i wonder why nivumele abantu baniqambele amanga ukuthi benza imali lana kutwitter,I wonder why nivumele abantu baniqambele amanga ukuthi benza imali lana kutwitter 🤔🤔,tweet_1215837622305808385,i wonder why nivumele abantu baniqambele amanga ukuthi benza imali lana kutwitter 🤔🤔
ngicela singahleki i energy yabantu,@MbaliyethuS 😂😂😂😂 Ngicela singahleki i energy yabantu 🤐 🤣🤣🤣,tweet_1483801063895576583,😂😂😂😂 ngicela singahleki i energy yabantu 🤐 🤣🤣🤣
mina ngiyakha sbali ngishutha umuzi wamama,@Wandi_SA Mina ngiyakha Sbali 🥺 ngishutha umuzi waMama,tweet_1328033480261988354,mina ngiyakha sbali 🥺 ngishutha umuzi wamama
i cant sleep mina if nginokudla okumnandi,@MbaliyethuS 😂😂 i can't sleep mina if nginokudla okumnandi,tweet_1232364817559773190,😂😂 i cant sleep mina if nginokudla okumnandi
lol my mom angavele angihleke yazi zithengele sis wami,lol my mom angavele angihleke yazi 😂🤣 zithengele Sis wami https://t.co/9MISvFqSRe,tweet_1214467591802097664,lol my mom angavele angihleke yazi 😂🤣 zithengele sis wami
manje meyesi blocker sonke ubani ubothenga lomsangano wakhe wama nudes atshabukile‍️,@Ntetheh_MaZwide @malusi_February Manje meyesi blocker sonke ubani ubothenga lomsangano wakhe wama nudes atshabukile🤦‍♂️,tweet_1458414779656294400,manje meyesi blocker sonke ubani ubothenga lomsangano wakhe wama nudes atshabukile🤦‍♂️
ubani nje ongasishayela iman city,Ubani nje ongasishayela iMan City? 😠😠,tweet_1520463056131825664,ubani nje ongasishayela iman city 😠😠
amasosha azonishayela ukuthi niwabiza ngomabena nawabukanisa nezweninyile,Amasosha azonishayela ukuthi niwabiza ngoMabena nawabukanisa nezwe...ninyile😂,tweet_1242499938602360833,amasosha azonishayela ukuthi niwabiza ngomabena nawabukanisa nezweninyile😂
mina ngithanda itaxi yakwa flysafair,Mina ngithanda iTaxi yakwa FlySAFair 🤣 https://t.co/hKZL0Y9Ps3,tweet_1326805829161545728,mina ngithanda itaxi yakwa flysafair 🤣
angazi nokuthi itholakala kephi le app kodwa ngizovote mrototo ️️,Angazi nokuthi itholakala kephi le APP kodwa ngizovote. Mrototo ☑️🗳️ https://t.co/cKLcNpVJd7,tweet_1514293995673104387,angazi nokuthi itholakala kephi le app kodwa ngizovote mrototo ☑️🗳️
gabsile wasiza usbonelo ukugqiba isdumbu sikantsizwa wadubula mamlambo manje sekabulale khehla wamgqiba njengenja futhi karma ewu ngoqhabanga wabantu ‍️‍️‍️‍️,"Gabsile wasiza uSbonelo ukugqiba isdumbu sikaNtsizwa, wadubula MaMlambo manje sekabulale Khehla wamgqiba njengenja futhi. Karma, ewu ngoQhabanga wabantu 🙆‍♀️🙆‍♂️🙆‍♀️🙆‍♀️ #Uzalo https://t.co/eQ4NpFvXuT",tweet_1232375365848440840,gabsile wasiza usbonelo ukugqiba isdumbu sikantsizwa wadubula mamlambo manje sekabulale khehla wamgqiba njengenja futhi karma ewu ngoqhabanga wabantu 🙆‍♀️🙆‍♂️🙆‍♀️🙆‍♀️
mina ke akukho boyfriend ezongibambezela la into engabikiwe ngisho empephweni weh ah azilime ziyetsheni ️,"Mina ke, akukho Boyfriend ezongibambezela la. Into engabikiwe ngisho empephweni. Weh ah, azilime ziyetsheni 😎✌️🥂 https://t.co/t9D3ADUfdd",tweet_1498737046617210884,mina ke akukho boyfriend ezongibambezela la into engabikiwe ngisho empephweni weh ah azilime ziyetsheni 😎✌️🥂
futhi neleague ingamane iwinwe amazulu fc aiii ikc,Futhi neLeague ingamane iwinwe Amazulu FC😂😂🤣🤣🤣 Aiii iKC😂😂😂,tweet_1231288424117809153,futhi neleague ingamane iwinwe amazulu fc😂😂🤣🤣🤣 aiii ikc😂😂😂
inkinga ayikho intombazane ethekwini ekwazi ukwenza kahle i blow job,@04OctoberGang Inkinga ayikho intombazane eThekwini ekwazi ukwenza kahle I blow job😭😭💔,tweet_1438766703635218434,inkinga ayikho intombazane ethekwini ekwazi ukwenza kahle i blow job😭😭💔
ufuna wonke umuntu abone ukuthi uyadliwa,Ufuna wonke umuntu abone ukuthi uyadliwa😞 https://t.co/X07ChN7GPU,tweet_1340609782902829056,ufuna wonke umuntu abone ukuthi uyadliwa😞
eyi awulisho uliphinde my bru kodwa siyaphambili regardless,@MQMhlanzi Eyi awulisho uliphinde my bru kodwa siyaphambili regardless 😩,tweet_1416165018412986369,eyi awulisho uliphinde my bru kodwa siyaphambili regardless 😩
noooooooo ngiyala isizulu asifani bakwethu ukuthi esase nn silula sifundeka masinyane,@Mtimande_N Noooooooo ngiyala🤣🤣🤣🤣🤣 isiZulu asifani bakwethu. Ukuthi esase NN silula sifundeka masinyane,tweet_1292495453917974529,noooooooo ngiyala🤣🤣🤣🤣🤣 isizulu asifani bakwethu ukuthi esase nn silula sifundeka masinyane
awubabuze ngampela kuthe cwakaane chiefs kuzoba nje soon,awubabuze ngampela. kuthe cwakaa....ne CHIEFS kuzoba nje soon. 😂😂😂 https://t.co/BOqR2cmZDN,tweet_1284021410004897792,awubabuze ngampela kuthe cwakaane chiefs kuzoba nje soon 😂😂😂
when drops ighosti sohamba phansi ngezisu‍️,When @Que_DB drops iGhosti sohamba phansi ngezisu🙆🏾‍♂️,tweet_1305963316788027401,when drops ighosti sohamba phansi ngezisu🙆🏾‍♂️
ngabe ksasa syahefuzela nje,Ngabe ksasa syahefuzela nje 🍆🍑💦💔😪,tweet_1250867313114591232,ngabe ksasa syahefuzela nje 🍆🍑💦💔😪
ngingaziyisa mina emaphoyiseni sengibulele,ngingaziyisa mina emaphoyiseni sengibulele 🤞🏽😤 https://t.co/F1QGRhAuKz,tweet_1301309683354030080,ngingaziyisa mina emaphoyiseni sengibulele 🤞🏽😤
abehluleli kepha aniyikwenza sivumelwano nabakhe kuleli zwe niyakudiliza amaaltare abo kodwa anililalelanga izwi lami nenzeleni lokho na hallelujah,@ukhozi_fm #UNkulunkuluNomuntuOmusha @boniswa_moto Abehluleli 2:2 kepha aniyikwenza sivumelwano nabakhe kuleli zwe; niyakudiliza ama-altare abo.’ Kodwa anililalelanga izwi lami. Nenzeleni lokho na? Hallelujah 🙌,tweet_1416823072431149057,abehluleli 22 kepha aniyikwenza sivumelwano nabakhe kuleli zwe niyakudiliza amaaltare abo kodwa anililalelanga izwi lami nenzeleni lokho na hallelujah 🙌
le playlist edlalwa la kunga mithi muntu god,Le Playlist edlalwa La... Kunga mithi Muntu 🥺 @God,tweet_1337103702226821124,le playlist edlalwa la kunga mithi muntu 🥺 god
what if laba esabangcwaba bayaphila yithi nje esesashona‍️‍️‍️‍️‍️‍️,"What if laba esabangcwaba bayaphila, yithi nje esesashona🙆‍♂️🙆‍♂️🙆‍♂️🤷‍♂️🤷‍♂️🤷‍♂️? https://t.co/bSjFxzixsa",tweet_1512323693355151361,what if laba esabangcwaba bayaphila yithi nje esesashona🙆‍♂️🙆‍♂️🙆‍♂️🤷‍♂️🤷‍♂️🤷‍♂️
okwangempela im the friend kodwa angikholwa nje ukuthi ufuna mina no no no,"@MissMbali_ Okwangempela, i’m the friend kodwa angikholwa nje ukuthi ufuna mina No No No 😂😂",tweet_1394514802530205697,okwangempela im the friend kodwa angikholwa nje ukuthi ufuna mina no no no 😂😂
awufokhasile mpofana angikhulumi ngomculo wakhe,@Ntando_Mpofana Awufokhasile Mpofana. Angikhulumi ngomculo wakhe. 😔,tweet_1456161252300972036,awufokhasile mpofana angikhulumi ngomculo wakhe 😔
sinxaphe singakadubuli isihlilingi sethu muzi wakwethu wed totally forgotten about the caf cl final thats set to kick off at the same time as zisahlanganisa amakhanda ezangakwethu sizophuma isinqumo simenyezelwe maduzane nje,"Sinxaphe singakadubuli isihlilingi sethu muzi wakwethu. We’d totally forgotten about the CAF CL Final that’s set to kick off at the same time as #Ingomabusuku. Zisahlanganisa amakhanda ezangakwethu, sizophuma isinqumo simenyezelwe maduzane nje. 🙏🏽",tweet_1416289595554209798,sinxaphe singakadubuli isihlilingi sethu muzi wakwethu wed totally forgotten about the caf cl final thats set to kick off at the same time as zisahlanganisa amakhanda ezangakwethu sizophuma isinqumo simenyezelwe maduzane nje 🙏🏽
